permno,predicted_eps,eps_actual,stock_exret,stock_ticker,comp_name,position_type,year,month,date
13901,27.135255263508085,0.72,0.0006979451,MO,ALTRIA GROUP,SHORT,2016,4,2016-04-01
22779,21.20650508058474,0.52,-0.006837048,MSI,MOTOROLA,SHORT,2016,4,2016-04-01
43449,21.18605105016105,1.23,0.0063449203,MCD,MCDONALDS CP,SHORT,2016,4,2016-04-01
77605,21.099901476565904,0.28,0.1652376222,BSX,BOSTON SCIENT,SHORT,2016,4,2016-04-01
76076,20.98743505803045,0.57,-0.025389763,CSCO,CISCO SYSTEMS,SHORT,2016,4,2016-04-01
21776,19.992136712953744,0.68,-0.021572406,EXC,EXELON,SHORT,2016,4,2016-04-01
71563,19.051065701073192,0.67,0.0633205192,BBT,BB AND T,SHORT,2016,4,2016-04-01
59408,16.28899760527699,0.37,0.0768230723,BAC,BANK OF AMERICA,SHORT,2016,4,2016-04-01
77418,14.268603728222686,1.49,0.0355994644,TWX,TIME WARNER,SHORT,2016,4,2016-04-01
68144,13.685114577965932,0.84,0.1567735987,STI,SUNTRUST BANKS,SHORT,2016,4,2016-04-01
15579,11.323045704619233,0.65,-9.9952e-05,TXN,TEXAS INSTRUMENT,SHORT,2016,4,2016-04-01
10107,10.415415951306478,0.62,-0.097148715,MSFT,MICROSOFT,SHORT,2016,4,2016-04-01
59328,10.045386963334876,0.54,-0.064087568,INTC,INTEL,SHORT,2016,4,2016-04-01
24643,4.589496242376114,0.45,0.1658707874,AA,ALCOA,SHORT,2016,4,2016-04-01
20482,3.195501495845839,0.41,-0.063929795,ABT,ABBOTT,SHORT,2016,4,2016-04-01
13928,1.1621583843489098,-0.95,0.1866395192,COP,CONOCOPHILLIPS,SHORT,2016,4,2016-04-01
89006,0.7211573060894665,0.48,0.0706876459,MDLZ,MONDELEZ INTL,SHORT,2016,4,2016-04-01
49656,-7.07907317007589,0.74,0.097103359,BK,BONY MELLON,SHORT,2016,4,2016-04-01
69032,-7.792089865985766,0.55,0.0878647806,MS,MORGAN STANLEY,SHORT,2016,4,2016-04-01
52038,-7.84192377182983,0.46,-0.014223687,SYY,SYSCO,SHORT,2016,4,2016-04-01
65875,-13.228679375766088,1.06,-0.047714701,VZ,VERIZON,SHORT,2016,4,2016-04-01
11308,-13.47751930833856,0.45,-0.03437463,KO,COCA- COLA,SHORT,2016,4,2016-04-01
48725,-14.826432204581902,1.16,0.0964430513,UNP,UNION PACIFIC,SHORT,2016,4,2016-04-01
18729,-15.08652260888465,0.63,0.0092417782,CL,COLGATE,SHORT,2016,4,2016-04-01
77178,-15.569883192648572,1.04,-0.012223561,QCOM,QUALCOMM,SHORT,2016,4,2016-04-01
49154,-15.642199976898375,1.29,-0.033887053,TGT,TARGET,SHORT,2016,4,2016-04-01
82800,-16.17388372238461,0.24,0.0706326233,SCCO,SOUTHERN COPPER,SHORT,2016,4,2016-04-01
61399,-17.605162156874865,0.87,0.0071606816,LOW,LOWES,SHORT,2016,4,2016-04-01
75186,-20.96503850011341,0.29,0.0138186075,SCHW,CHARLES SCHWAB,SHORT,2016,4,2016-04-01
34833,-21.29645440997603,-0.56,0.120022768,OXY,OCCIDENTAL,SHORT,2016,4,2016-04-01
87447,-30.164473404362408,1.27,-0.003892562,UPS,UNITED PARCEL,SHORT,2016,4,2016-04-01
86356,-34.303455565592444,0.47,0.0237893405,EBAY,EBAY,SHORT,2016,4,2016-04-01
27887,-38.2182002643264,0.36,0.0763362067,BAX,BAXTER INTL,SHORT,2016,4,2016-04-01
18411,-38.69555764893138,0.58,-0.031609783,SO,SOUTHERN CO,SHORT,2016,4,2016-04-01
14702,-46.4851406613865,0.34,-0.033622237,AMAT,APPLIED MATERIAL,SHORT,2016,4,2016-04-01
76226,-49.45112379083702,1.02,0.0147847289,CBS,CBS CORP,SHORT,2016,4,2016-04-01
66093,-51.16997906113028,0.72,0.0032189054,T,AT&T,SHORT,2016,4,2016-04-01
22103,-53.49930781968197,0.66,0.0044972783,EMR,EMERSON ELECTRIC,SHORT,2016,4,2016-04-01
23819,-54.62218293754096,0.07,0.1563949602,HAL,HALLIBURTON,SHORT,2016,4,2016-04-01
77606,-55.87741587709786,0.31,-0.049660208,KSS,KOHLS,SHORT,2016,4,2016-04-01
34746,-56.40122859311812,0.37,0.0969640406,FITB,FIFTH THIRD BANC,SHORT,2016,4,2016-04-01
22293,-57.33936729269757,0.28,-0.106370917,GLW,CORNING,SHORT,2016,4,2016-04-01
21936,-67.60832357740196,0.67,0.1034762429,PFE,PFIZER INC,SHORT,2016,4,2016-04-01
27828,-75.46673891164903,0.41,-0.00415838,HPQ,HP,SHORT,2016,4,2016-04-01
18542,-81.62457869378642,0.67,0.0253768785,CAT,CATERPILLAR,SHORT,2016,4,2016-04-01
90386,-82.88911910116146,0.14,0.0365666578,MOS,MOSAIC CO,SHORT,2016,4,2016-04-01
25785,-93.27765010124732,0.68,0.0154555867,F,FORD MOTOR,SHORT,2016,4,2016-04-01
90505,-105.53726399308282,0.45,-0.126454471,LVS,LAS VEGAS SANDS,SHORT,2016,4,2016-04-01
17778,495.5475552834918,2803.0,-0.033456164,BRK.A,BERKSHIRE HATHA,LONG,2016,5,2016-05-01
22111,171.94057239515917,1.74,0.0124803053,JNJ,JOHNSON & JOHNSO,LONG,2016,5,2016-05-01
86868,152.14607448621922,3.72,-0.024352055,GS,GOLDMAN SACHS,LONG,2016,5,2016-05-01
14008,149.90933196909384,2.84,0.004006089,AMGN,AMGEN,LONG,2016,5,2016-05-01
47896,148.77797879557158,1.55,0.0326530988,JPM,JPMORGAN,LONG,2016,5,2016-05-01
60628,144.4495875502468,3.3,-0.000947916,FDX,FEDEX,LONG,2016,5,2016-05-01
92655,136.53026869161351,1.96,0.0150124364,UNH,UNITEDHEALTH,LONG,2016,5,2016-05-01
22592,127.395000387111,2.08,0.012147595,MMM,3M,LONG,2016,5,2016-05-01
90319,123.89559871865424,0.421,0.0577770004,GOOGL,ALPHABET,LONG,2016,5,2016-05-01
89179,117.8141063452682,3.33,-0.061263604,ANTM,ANTHEM,LONG,2016,5,2016-05-01
59459,113.99657733602416,2.2,0.038480507,TRV,TRAVELERS,LONG,2016,5,2016-05-01
12490,107.47961827783185,2.95,0.0629396232,IBM,INTL BUS MACH,LONG,2016,5,2016-05-01
55976,105.6449130750227,1.07,0.0658487918,WMT,WAL MART,LONG,2016,5,2016-05-01
38703,103.7621830134244,1.01,0.0223089976,WFC,WELLS FARGO,LONG,2016,5,2016-05-01
11850,102.90142332619936,0.41,0.0153976817,XOM,EXXON MOBIL,LONG,2016,5,2016-05-01
79323,99.74052542920845,0.62,0.0377170498,ALL,ALLSTATE,LONG,2016,5,2016-05-01
12060,96.53813170923549,4.08,-0.017010585,GE,GE,LONG,2016,5,2016-05-01
26403,94.00216977885268,1.62,-0.039224548,DIS,WALT DISNEY,LONG,2016,5,2016-05-01
12052,86.9283629611496,2.44,0.0095071083,GD,GENERAL DYNAMICS,LONG,2016,5,2016-05-01
70519,82.27974970930075,1.24,0.0061662256,C,CITIGROUP INC,LONG,2016,5,2016-05-01
21178,81.3987576272693,3.28,0.0235680899,LMT,LOCKHEED,LONG,2016,5,2016-05-01
87055,77.98679873082148,1.24,0.0042205251,COST,COSTCO WHOLESALE,LONG,2016,5,2016-05-01
66181,77.91137625539503,1.97,-0.008166355,HD,HOME DEPOT,LONG,2016,5,2016-05-01
59176,76.04115188322723,2.1,0.0049435858,AXP,AMERICAN EXPRESS,LONG,2016,5,2016-05-01
10145,75.8676998157017,1.66,0.0012564822,HON,HONEYWELL INTL,LONG,2016,5,2016-05-01
14593,74.7212890265747,0.355,0.0712676438,AAPL,APPLE,LONG,2016,5,2016-05-01
17005,72.63956219326364,1.32,-0.040398536,CVS,CVS HEALTH,LONG,2016,5,2016-05-01
18163,72.23873128649393,0.79,0.0113827529,PG,PROCTER GAMBLE,LONG,2016,5,2016-05-01
66800,69.6574376610004,0.98,0.0368043611,AIG,AIG,LONG,2016,5,2016-05-01
19393,69.19668402608158,0.69,-0.006750088,BMY,BRISTOLMYERS,LONG,2016,5,2016-05-01
17830,61.622893905908,1.82,-0.030089468,UTX,UTC,LONG,2016,5,2016-05-01
87842,61.25052803565629,0.83,0.0187470241,MET,METLIFE,LONG,2016,5,2016-05-01
10104,53.76228604291748,0.81,0.0084298577,ORCL,ORACLE,LONG,2016,5,2016-05-01
19502,52.671429769366384,1.18,-0.019272518,WBA,WALGREENS BOOTS,LONG,2016,5,2016-05-01
77418,51.76564986430186,1.29,0.0121771394,TWX,TIME WARNER,LONG,2016,5,2016-05-01
56573,51.62269194011006,1.46,0.0143470166,ITW,ILLINOIS TOOL,LONG,2016,5,2016-05-01
50876,47.51023319609445,0.86,3.23976e-05,LLY,ELI LILLY,LONG,2016,5,2016-05-01
13856,46.001007404712,1.35,-0.017485401,PEP,PEPSICO,LONG,2016,5,2016-05-01
87137,44.65008412668495,0.06,0.0405574346,DVN,DEVON ENERGY,LONG,2016,5,2016-05-01
89258,44.15119362030934,1.84,0.0296527127,PRU,PRUDENTIAL FINL,LONG,2016,5,2016-05-01
45751,42.78110314392559,0.91,0.0461390818,MMC,MARSH MCLENNAN,LONG,2016,5,2016-05-01
57904,39.47126915284308,0.855,0.0129491201,AFL,AFLAC,LONG,2016,5,2016-05-01
82775,36.29786753022019,0.31,0.0224326065,HIG,HARTFORD FIN SER,LONG,2016,5,2016-05-01
34833,35.37239696914085,-0.18,-0.015886028,OXY,OCCIDENTAL,LONG,2016,5,2016-05-01
89525,32.28381792824195,0.415,0.0417038331,CMCSA,COMCAST,LONG,2016,5,2016-05-01
20482,31.92771627990441,0.55,0.0186660549,ABT,ABBOTT,LONG,2016,5,2016-05-01
49154,30.85605540385179,1.23,-0.127898751,TGT,TARGET,LONG,2016,5,2016-05-01
24643,30.04979520827952,0.45,-0.167512683,AA,ALCOA,LONG,2016,5,2016-05-01
66157,27.333585994237303,0.82,0.0029452348,USB,US BANCORP,LONG,2016,5,2016-05-01
27959,25.74090288731871,1.07,0.0033907917,DUK,DUKE ENERGY,LONG,2016,5,2016-05-01
77605,25.317515477807436,0.27,0.0359401012,BSX,BOSTON SCIENT,SHORT,2016,5,2016-05-01
21371,24.819720572165156,1.14,0.0061451935,CAH,CARDINAL HEALTH,SHORT,2016,5,2016-05-01
14541,24.02413365026071,0.35,-0.001176534,CVX,CHEVRON,SHORT,2016,5,2016-05-01
44644,21.54608371602466,0.69,-0.006884329,ADP,ADP,SHORT,2016,5,2016-05-01
64936,21.54316983593437,0.71,0.0108136524,D,DOMINION RESOURC,SHORT,2016,5,2016-05-01
87447,21.252829389698206,1.43,-0.011520989,UPS,UNITED PARCEL,SHORT,2016,5,2016-05-01
21776,20.393103033135542,0.65,-0.014406062,EXC,EXELON,SHORT,2016,5,2016-05-01
65875,14.739174012837124,0.94,-0.000885181,VZ,VERIZON,SHORT,2016,5,2016-05-01
13901,14.01222346887377,0.81,0.0147301758,MO,ALTRIA GROUP,SHORT,2016,5,2016-05-01
71563,12.53577778140216,0.66,0.035795925,BBT,BB AND T,SHORT,2016,5,2016-05-01
59408,12.033582471451568,0.37,0.0156966707,BAC,BANK OF AMERICA,SHORT,2016,5,2016-05-01
76076,10.773977627410616,0.63,0.056647891,CSCO,CISCO SYSTEMS,SHORT,2016,5,2016-05-01
66093,8.451345962062007,0.72,0.00840082,T,AT&T,SHORT,2016,5,2016-05-01
19561,7.355715871164492,-0.44,-0.056183094,BA,BOEING,SHORT,2016,5,2016-05-01
15579,5.843136608928255,0.76,0.0623122992,TXN,TEXAS INSTRUMENT,SHORT,2016,5,2016-05-01
22779,5.306101864688657,1.03,-0.078833951,MSI,MOTOROLA,SHORT,2016,5,2016-05-01
59328,4.828020946900743,0.59,0.0517493876,INTC,INTEL,SHORT,2016,5,2016-05-01
43449,4.369807992337982,1.45,-0.035122534,MCD,MCDONALDS CP,SHORT,2016,5,2016-05-01
22752,2.699499719942448,0.93,0.025793474,MRK,"MERCK & CO., INC",SHORT,2016,5,2016-05-01
89006,-0.2601991626620297,0.44,0.0355145874,MDLZ,MONDELEZ INTL,SHORT,2016,5,2016-05-01
11308,-0.398620057979695,0.6,-0.004564303,KO,COCA- COLA,SHORT,2016,5,2016-05-01
49656,-0.936443018429916,0.76,0.0451286191,BK,BONY MELLON,SHORT,2016,5,2016-05-01
82800,-0.9815194232594848,0.29,-0.120423583,SCCO,SOUTHERN COPPER,SHORT,2016,5,2016-05-01
61399,-1.142318008846491,1.37,0.053964732,LOW,LOWES,SHORT,2016,5,2016-05-01
10107,-8.138808193522273,0.69,0.0698819773,MSFT,MICROSOFT,SHORT,2016,5,2016-05-01
48725,-10.264647323425445,1.17,-0.028645234,UNP,UNION PACIFIC,SHORT,2016,5,2016-05-01
75186,-10.86213954625574,0.3,0.0787454786,SCHW,CHARLES SCHWAB,SHORT,2016,5,2016-05-01
27887,-12.108043665892364,0.46,-0.024071085,BAX,BAXTER INTL,SHORT,2016,5,2016-05-01
52038,-12.128191377821402,0.64,0.044180462,SYY,SYSCO,SHORT,2016,5,2016-05-01
17750,-12.646379944960865,1.53,0.0146775253,KMB,KIMBERLY CLARK,SHORT,2016,5,2016-05-01
68144,-15.028496249591498,0.94,0.0554821247,STI,SUNTRUST BANKS,SHORT,2016,5,2016-05-01
13928,-18.98020819634009,-0.79,-0.0785683,COP,CONOCOPHILLIPS,SHORT,2016,5,2016-05-01
69032,-20.45885066332007,0.75,0.0113560742,MS,MORGAN STANLEY,SHORT,2016,5,2016-05-01
23819,-27.867407734468653,-0.14,0.0253175477,HAL,HALLIBURTON,SHORT,2016,5,2016-05-01
14702,-30.4901439731642,0.5,0.1977505552,AMAT,APPLIED MATERIAL,SHORT,2016,5,2016-05-01
77178,-32.62233747918721,1.16,0.0974850672,QCOM,QUALCOMM,SHORT,2016,5,2016-05-01
18411,-33.55255816961496,0.74,-0.002096005,SO,SOUTHERN CO,SHORT,2016,5,2016-05-01
21936,-35.04769701321159,0.64,0.0699092241,PFE,PFIZER INC,SHORT,2016,5,2016-05-01
77606,-40.13340587293144,1.22,-0.18655595,KSS,KOHLS,SHORT,2016,5,2016-05-01
86356,-42.31009772166839,0.43,0.0011279483,EBAY,EBAY,SHORT,2016,5,2016-05-01
76226,-43.168400036660366,0.93,-0.012798964,CBS,CBS CORP,SHORT,2016,5,2016-05-01
22103,-63.01515763915589,0.8,-0.0391811,EMR,EMERSON ELECTRIC,SHORT,2016,5,2016-05-01
34746,-64.78791571642054,0.41,0.0304844564,FITB,FIFTH THIRD BANC,SHORT,2016,5,2016-05-01
27828,-66.94364339138997,0.41,0.0903645175,HPQ,HP,SHORT,2016,5,2016-05-01
90386,-68.63858886177627,0.06,-0.088881714,MOS,MOSAIC CO,SHORT,2016,5,2016-05-01
22293,-77.96322459412428,0.37,0.1260381507,GLW,CORNING,SHORT,2016,5,2016-05-01
18729,-86.74793066661395,0.7,-0.007291124,CL,COLGATE,SHORT,2016,5,2016-05-01
18542,-91.83962026345756,1.09,-0.067135496,CAT,CATERPILLAR,SHORT,2016,5,2016-05-01
25785,-101.95141174031914,0.52,-0.005262289,F,FORD MOTOR,SHORT,2016,5,2016-05-01
90505,-125.84124411704134,0.52,0.0240417531,LVS,LAS VEGAS SANDS,SHORT,2016,5,2016-05-01
17778,495.4780205142052,2803.0,0.0247415431,BRK.A,BERKSHIRE HATHA,LONG,2016,6,2016-06-01
22111,171.09947171272097,1.74,0.0762042959,JNJ,JOHNSON & JOHNSO,LONG,2016,6,2016-06-01
86868,151.44764586469023,3.72,-0.068547089,GS,GOLDMAN SACHS,LONG,2016,6,2016-06-01
90319,145.8287313199313,0.421,-0.060719394,GOOGL,ALPHABET,LONG,2016,6,2016-06-01
14008,144.3646997666126,2.84,-0.036920499,AMGN,AMGEN,LONG,2016,6,2016-06-01
47896,144.35829029007095,1.55,-0.048154611,JPM,JPMORGAN,LONG,2016,6,2016-06-01
92655,137.50263005980122,1.96,0.0608084459,UNH,UNITEDHEALTH,LONG,2016,6,2016-06-01
60628,137.08463426646182,3.3,-0.077729259,FDX,FEDEX,LONG,2016,6,2016-06-01
22592,134.2449781109396,2.08,0.040199164,MMM,3M,LONG,2016,6,2016-06-01
12490,129.39312282631312,2.95,-0.01294884,IBM,INTL BUS MACH,LONG,2016,6,2016-06-01
59459,129.22443384978146,2.2,0.0485997346,TRV,TRAVELERS,LONG,2016,6,2016-06-01
89179,115.91445171717832,3.33,-0.001486375,ANTM,ANTHEM,LONG,2016,6,2016-06-01
11850,113.07879862093375,0.41,0.0528218072,XOM,EXXON MOBIL,LONG,2016,6,2016-06-01
79323,101.39816856840972,0.62,0.0408308801,ALL,ALLSTATE,LONG,2016,6,2016-06-01
38703,99.8395228301668,1.01,-0.067037527,WFC,WELLS FARGO,LONG,2016,6,2016-06-01
55976,97.76990464127152,1.07,0.0314473283,WMT,WAL MART,LONG,2016,6,2016-06-01
12052,92.64327867499676,2.44,-0.013381008,GD,GENERAL DYNAMICS,LONG,2016,6,2016-06-01
26403,89.45286519578333,1.62,-0.014310073,DIS,WALT DISNEY,LONG,2016,6,2016-06-01
59176,84.38113799034706,2.1,-0.071824145,AXP,AMERICAN EXPRESS,LONG,2016,6,2016-06-01
70519,81.88752622062289,1.24,-0.089957361,C,CITIGROUP INC,LONG,2016,6,2016-06-01
14593,81.85299980969181,0.355,-0.042859745,AAPL,APPLE,LONG,2016,6,2016-06-01
18163,79.3257220771603,0.79,0.0445926596,PG,PROCTER GAMBLE,LONG,2016,6,2016-06-01
21178,78.12508434232365,3.28,0.0503439714,LMT,LOCKHEED,LONG,2016,6,2016-06-01
10145,76.82393529863334,1.66,0.0216747072,HON,HONEYWELL INTL,LONG,2016,6,2016-06-01
66181,73.59485927146359,1.97,-0.033730071,HD,HOME DEPOT,LONG,2016,6,2016-06-01
19393,72.78723140533302,0.69,0.0309018992,BMY,BRISTOLMYERS,LONG,2016,6,2016-06-01
10104,67.86252348863091,0.55,0.0179591921,ORCL,ORACLE,LONG,2016,6,2016-06-01
87055,67.23173172005652,1.77,0.0553890873,COST,COSTCO WHOLESALE,LONG,2016,6,2016-06-01
17830,66.21175751432732,1.82,0.0193864104,UTX,UTC,LONG,2016,6,2016-06-01
87842,61.47503370861493,0.83,-0.125776228,MET,METLIFE,LONG,2016,6,2016-06-01
56573,61.027783989835,1.46,-0.012649261,ITW,ILLINOIS TOOL,LONG,2016,6,2016-06-01
66800,60.710604551038514,0.98,-0.0808842,AIG,AIG,LONG,2016,6,2016-06-01
12060,57.13144759534335,4.08,0.0487579886,GE,GE,LONG,2016,6,2016-06-01
17005,54.122322477331736,1.32,-0.007561318,CVS,CVS HEALTH,LONG,2016,6,2016-06-01
45751,53.940822860178486,0.91,0.035973746,MMC,MARSH MCLENNAN,LONG,2016,6,2016-06-01
19502,48.51920218413427,1.18,0.0756397281,WBA,WALGREENS BOOTS,LONG,2016,6,2016-06-01
64936,45.98683796498982,0.71,0.0881045048,D,DOMINION RESOURC,LONG,2016,6,2016-06-01
50876,45.38707150943958,0.86,0.0493801866,LLY,ELI LILLY,LONG,2016,6,2016-06-01
13856,44.60522156132957,1.35,0.0543863844,PEP,PEPSICO,LONG,2016,6,2016-06-01
14541,44.546405971938455,0.35,0.0377208103,CVX,CHEVRON,LONG,2016,6,2016-06-01
89258,43.86112273932613,1.84,-0.100010772,PRU,PRUDENTIAL FINL,LONG,2016,6,2016-06-01
57904,43.8191376584909,0.855,0.0386713591,AFL,AFLAC,LONG,2016,6,2016-06-01
82775,38.59778232856432,0.31,-0.01768942,HIG,HARTFORD FIN SER,LONG,2016,6,2016-06-01
82800,38.08290599137516,0.29,0.0355005894,SCCO,SOUTHERN COPPER,LONG,2016,6,2016-06-01
87137,37.86225977778186,0.06,0.0058958671,DVN,DEVON ENERGY,LONG,2016,6,2016-06-01
89525,37.43777484945129,0.415,0.0296578702,CMCSA,COMCAST,LONG,2016,6,2016-06-01
77605,31.004578162002616,0.27,0.0288621649,BSX,BOSTON SCIENT,LONG,2016,6,2016-06-01
66157,30.616464285775223,0.82,-0.052395188,USB,US BANCORP,LONG,2016,6,2016-06-01
77418,30.59750072043562,1.29,-0.028220125,TWX,TIME WARNER,LONG,2016,6,2016-06-01
65875,26.15223589923309,0.94,0.0968530137,VZ,VERIZON,LONG,2016,6,2016-06-01
44644,25.216749966544143,0.69,0.051712643,ADP,ADP,SHORT,2016,6,2016-06-01
34833,23.844369994890656,-0.18,0.0113322787,OXY,OCCIDENTAL,SHORT,2016,6,2016-06-01
71563,21.3530390185356,0.66,-0.021096297,BBT,BB AND T,SHORT,2016,6,2016-06-01
24643,21.11497060682443,0.45,-0.0002,AA,ALCOA,SHORT,2016,6,2016-06-01
27959,20.750291311432207,1.07,0.0964380835,DUK,DUKE ENERGY,SHORT,2016,6,2016-06-01
20482,18.631133744172764,0.55,-0.008274683,ABT,ABBOTT,SHORT,2016,6,2016-06-01
21776,18.13236229912455,0.65,0.0607862879,EXC,EXELON,SHORT,2016,6,2016-06-01
59328,18.061093981211528,0.59,0.03810323,INTC,INTEL,SHORT,2016,6,2016-06-01
13901,17.506284620985916,0.81,0.0922732834,MO,ALTRIA GROUP,SHORT,2016,6,2016-06-01
15579,16.21228266784982,0.76,0.0336284336,TXN,TEXAS INSTRUMENT,SHORT,2016,6,2016-06-01
87447,14.921076462855254,1.43,0.04471226,UPS,UNITED PARCEL,SHORT,2016,6,2016-06-01
66093,14.337642711383538,0.72,0.1035036404,T,AT&T,SHORT,2016,6,2016-06-01
89006,13.783601208145155,0.44,0.026547508,MDLZ,MONDELEZ INTL,SHORT,2016,6,2016-06-01
10107,12.480736444502456,0.69,-0.034728337,MSFT,MICROSOFT,SHORT,2016,6,2016-06-01
59408,11.83445146809207,0.37,-0.099591446,BAC,BANK OF AMERICA,SHORT,2016,6,2016-06-01
21371,10.809815012665789,1.14,-0.006420327,CAH,CARDINAL HEALTH,SHORT,2016,6,2016-06-01
22752,10.809390002005244,0.93,0.0319720988,MRK,"MERCK & CO., INC",SHORT,2016,6,2016-06-01
48725,9.874730728004351,1.17,0.0361463275,UNP,UNION PACIFIC,SHORT,2016,6,2016-06-01
43449,9.621029080258277,1.45,-0.006999945,MCD,MCDONALDS CP,SHORT,2016,6,2016-06-01
49656,9.591867076408017,0.76,-0.076519613,BK,BONY MELLON,SHORT,2016,6,2016-06-01
11308,8.145359879859505,0.6,0.024015322,KO,COCA- COLA,SHORT,2016,6,2016-06-01
76076,8.061098095891246,0.63,-0.012592382,CSCO,CISCO SYSTEMS,SHORT,2016,6,2016-06-01
61399,6.501901917271447,1.37,-0.012180521,LOW,LOWES,SHORT,2016,6,2016-06-01
27887,-2.9631152561759078,0.46,0.0505414602,BAX,BAXTER INTL,SHORT,2016,6,2016-06-01
17750,-6.535495322760632,1.53,0.0892206166,KMB,KIMBERLY CLARK,SHORT,2016,6,2016-06-01
19561,-7.528677507147059,-0.44,0.0292886529,BA,BOEING,SHORT,2016,6,2016-06-01
13928,-7.873364353473079,-0.79,-0.004538946,COP,CONOCOPHILLIPS,SHORT,2016,6,2016-06-01
21936,-10.884629259039812,0.64,0.014497358,PFE,PFIZER INC,SHORT,2016,6,2016-06-01
75186,-14.203001948661845,0.3,-0.17253488,SCHW,CHARLES SCHWAB,SHORT,2016,6,2016-06-01
68144,-14.422762247371123,0.94,-0.062728476,STI,SUNTRUST BANKS,SHORT,2016,6,2016-06-01
22779,-14.970541971354365,1.03,-0.04192074,MSI,MOTOROLA,SHORT,2016,6,2016-06-01
69032,-17.20899486746164,0.75,-0.050985579,MS,MORGAN STANLEY,SHORT,2016,6,2016-06-01
52038,-18.851354394716623,0.64,0.0609099787,SYY,SYSCO,SHORT,2016,6,2016-06-01
86356,-23.38842129841528,0.43,-0.043127198,EBAY,EBAY,SHORT,2016,6,2016-06-01
18411,-26.21419555007796,0.74,0.0845492442,SO,SOUTHERN CO,SHORT,2016,6,2016-06-01
14702,-28.69747807147132,0.5,-0.018627549,AMAT,APPLIED MATERIAL,SHORT,2016,6,2016-06-01
77606,-30.28573040329608,1.22,0.0658376549,KSS,KOHLS,SHORT,2016,6,2016-06-01
27828,-36.14164014654867,0.48,-0.052965314,HPQ,HP,SHORT,2016,6,2016-06-01
23819,-37.55674165054333,-0.14,0.0735316385,HAL,HALLIBURTON,SHORT,2016,6,2016-06-01
49154,-39.11938536954559,1.23,0.0149206879,TGT,TARGET,SHORT,2016,6,2016-06-01
77178,-49.54733896497881,1.16,-0.024781183,QCOM,QUALCOMM,SHORT,2016,6,2016-06-01
34746,-55.61137398080807,0.41,-0.061143332,FITB,FIFTH THIRD BANC,SHORT,2016,6,2016-06-01
22103,-62.11229330434128,0.8,0.0024912608,EMR,EMERSON ELECTRIC,SHORT,2016,6,2016-06-01
76226,-65.04942575304261,0.93,-0.011250764,CBS,CBS CORP,SHORT,2016,6,2016-06-01
22293,-73.21689904729683,0.37,-0.019826608,GLW,CORNING,SHORT,2016,6,2016-06-01
90386,-82.32159817761074,0.06,0.0374536176,MOS,MOSAIC CO,SHORT,2016,6,2016-06-01
18729,-82.78161585675275,0.7,0.0394249555,CL,COLGATE,SHORT,2016,6,2016-06-01
25785,-86.4953144369187,0.52,-0.068398673,F,FORD MOTOR,SHORT,2016,6,2016-06-01
90505,-98.47248912225452,0.52,-0.04410138,LVS,LAS VEGAS SANDS,SHORT,2016,6,2016-06-01
18542,-112.37007704003987,1.09,0.0453108993,CAT,CATERPILLAR,SHORT,2016,6,2016-06-01
17778,503.337682625106,2803.0,-0.004693605,BRK.A,BERKSHIRE HATHA,LONG,2016,7,2016-07-01
22111,164.23485014148457,1.74,0.0321990136,JNJ,JOHNSON & JOHNSO,LONG,2016,7,2016-07-01
47896,154.87793644557337,1.58,0.0369741541,JPM,JPMORGAN,LONG,2016,7,2016-07-01
12490,153.37895390682445,2.95,0.0580421683,IBM,INTL BUS MACH,LONG,2016,7,2016-07-01
86868,147.3138736378545,3.72,0.068651769,GS,GOLDMAN SACHS,LONG,2016,7,2016-07-01
90319,144.98774593075495,0.421,0.12461343,GOOGL,ALPHABET,LONG,2016,7,2016-07-01
14008,144.51045390531806,2.84,0.1304605637,AMGN,AMGEN,LONG,2016,7,2016-07-01
92655,140.01592579153794,1.96,0.0139643062,UNH,UNITEDHEALTH,LONG,2016,7,2016-07-01
60628,138.69542791372174,2.9,0.0664754171,FDX,FEDEX,LONG,2016,7,2016-07-01
22592,136.8798174642481,2.08,0.0183016301,MMM,3M,LONG,2016,7,2016-07-01
59459,136.0868820933503,2.2,-0.023889514,TRV,TRAVELERS,LONG,2016,7,2016-07-01
55976,113.58595731022812,1.07,-0.000884681,WMT,WALMART,LONG,2016,7,2016-07-01
11850,108.73495210730196,0.41,-0.051298794,XOM,EXXON MOBIL,LONG,2016,7,2016-07-01
89179,104.4028814449049,3.33,-0.0002,ANTM,ANTHEM,LONG,2016,7,2016-07-01
26403,101.38420732733724,1.62,-0.012058544,DIS,WALT DISNEY,LONG,2016,7,2016-07-01
79323,101.30673770836196,0.62,-0.023359331,ALL,ALLSTATE,LONG,2016,7,2016-07-01
18163,95.43067695640472,0.79,0.018572861,PG,PROCTER GAMBLE,LONG,2016,7,2016-07-01
12052,94.33159120477605,2.44,0.0547410619,GD,GENERAL DYNAMICS,LONG,2016,7,2016-07-01
38703,93.06283559385216,1.01,0.0133220652,WFC,WELLS FARGO,LONG,2016,7,2016-07-01
14593,91.4058531794406,0.355,0.0898627673,AAPL,APPLE,LONG,2016,7,2016-07-01
10145,87.94086704577043,1.66,-0.000114012,HON,HONEYWELL INTL,LONG,2016,7,2016-07-01
21178,86.55180885369155,3.28,0.0181744915,LMT,LOCKHEED,LONG,2016,7,2016-07-01
